196,164,103,79,91,43,69,41,32,18,15,12,11,10,8,2,1,1
164,182,91,70,80,27,61,39,32,16,13,10,10,9,8,2,1,1
103,91,110,65,70,30,53,27,29,14,9,11,10,8,5,0,1,1
79,70,65,84,58,25,40,18,24,15,8,9,7,5,7,2,1,1
91,80,70,58,97,24,51,32,27,12,9,10,8,5,5,1,1,1
43,27,30,25,24,50,24,11,12,10,3,4,1,5,3,1,0,1
69,61,53,40,51,24,74,20,22,11,2,3,4,5,2,1,1,1
41,39,27,18,32,11,20,48,7,2,1,2,0,3,0,0,0,0
32,32,29,24,27,12,22,7,35,7,5,3,4,6,5,1,1,1
18,16,14,15,12,10,11,2,7,19,1,2,1,0,2,0,0,1
15,13,9,8,9,3,2,1,5,1,16,1,1,0,2,0,0,0
12,10,11,9,10,4,3,2,3,2,1,12,2,1,1,1,0,0
11,10,10,7,8,1,4,0,4,1,1,2,12,1,1,0,0,0
10,9,8,5,5,5,5,3,6,0,0,1,1,10,3,1,0,0
8,8,5,7,5,3,2,0,5,2,2,1,1,3,8,0,0,0
2,2,0,2,1,1,1,0,1,0,0,1,0,1,0,2,0,0
1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
